0,13.0
1,25.0
2,38.0
3,21.0
4,10.0
5,18.0
6,15.0
7,12.0
8,8.0
9,9.0
10,15.0
11,10.0
12,15.0
13,13.0
14,10.0
15,10.0
16,12.0
17,11.0
18,10.0
19,10.0
20,10.0
21,9.0
22,12.0
23,10.0
24,10.0
25,9.0
26,9.0
27,10.0
28,9.0
29,10.0
30,10.0
31,10.0
32,10.0
33,26.0
34,56.0
35,33.0
36,49.0
37,121.0
38,61.0
39,75.0
40,57.0
41,44.0
42,41.0
43,38.0
44,33.0
45,50.0
46,30.0
47,61.0
48,53.0
49,29.0
50,35.0
51,88.0
52,67.0
53,35.0
54,34.0
55,34.0
56,71.0
57,80.0
58,73.0
59,40.0
60,51.0
61,38.0
62,44.0
63,39.0
64,42.0
65,58.0
66,37.0
67,47.0
68,40.0
69,38.0
70,56.0
71,48.0
72,45.0
73,116.0
74,49.0
75,57.0
76,57.0
77,45.0
78,55.0
79,53.0
80,57.0
81,52.0
82,59.0
83,50.0
84,63.0
85,52.0
86,75.0
87,45.0
88,70.0
89,96.0
90,55.0
91,64.0
92,69.0
93,67.0
94,58.0
95,61.0
96,74.0
97,57.0
98,95.0
99,85.0
100,105.0
101,93.0
102,92.0
103,260.0
104,139.0
105,155.0
106,289.0
107,191.0
108,186.0
109,218.0
110,340.0
111,233.0
112,229.0
113,267.0
114,222.0
115,207.0
116,196.0
117,215.0
118,184.0
119,196.0
120,200.0
121,200.0
122,196.0
123,188.0
124,178.0
125,212.0
126,206.0
127,188.0
128,195.0
129,227.0
130,181.0
131,192.0
132,191.0
133,183.0
134,200.0
135,188.0
136,186.0
137,179.0
138,196.0
139,194.0
140,193.0
141,188.0
142,174.0
143,210.0
144,182.0
145,177.0
146,200.0
147,227.0
148,214.0
149,188.0
150,202.0
151,164.0
152,143.0
153,152.0
154,86.0
155,83.0
156,469.0
157,221.0
158,11.0
159,8.0
160,8.0
161,11.0
162,42.0
163,500.0
164,209.0
165,278.0
166,40.0
167,44.0
168,293.0
169,500.0
170,10.0
171,500.0
172,355.0
173,192.0
174,500.0
175,500.0
176,356.0
177,131.0
178,263.0
179,301.0
180,468.0
181,232.0
182,173.0
183,209.0
184,216.0
185,244.0
186,248.0
187,250.0
188,500.0
189,481.0
190,500.0
191,500.0
192,301.0
193,500.0
194,500.0
195,365.0
196,181.0
197,165.0
198,500.0
199,113.0
200,203.0
0,16.0
1,17.0
2,18.0
3,62.0
4,10.0
5,10.0
6,13.0
7,11.0
8,10.0
9,11.0
10,15.0
11,13.0
12,26.0
13,9.0
14,22.0
15,47.0
16,34.0
17,35.0
18,33.0
19,87.0
20,140.0
21,67.0
22,157.0
23,28.0
24,30.0
25,29.0
26,33.0
27,51.0
28,38.0
29,45.0
30,112.0
31,54.0
32,48.0
33,71.0
34,54.0
35,89.0
36,89.0
37,148.0
38,337.0
39,208.0
40,233.0
41,268.0
42,214.0
43,235.0
44,244.0
45,242.0
46,260.0
47,247.0
48,298.0
49,266.0
50,268.0
51,300.0
52,411.0
53,500.0
54,485.0
55,500.0
56,500.0
57,500.0
58,500.0
59,10.0
60,11.0
61,9.0
62,11.0
63,500.0
64,500.0
65,496.0
66,8.0
67,9.0
68,10.0
69,10.0
70,9.0
71,11.0
72,9.0
73,11.0
74,9.0
75,10.0
76,10.0
77,10.0
78,9.0
79,10.0
80,10.0
81,10.0
82,9.0
83,9.0
84,24.0
85,10.0
86,10.0
87,9.0
88,8.0
89,9.0
90,10.0
91,10.0
92,10.0
93,9.0
94,8.0
95,10.0
96,9.0
97,10.0
98,10.0
99,9.0
100,9.0
101,10.0
102,11.0
103,10.0
104,10.0
105,10.0
106,10.0
107,8.0
108,9.0
109,9.0
110,11.0
111,9.0
112,10.0
113,10.0
114,9.0
115,9.0
116,11.0
117,500.0
118,500.0
119,179.0
120,154.0
121,145.0
122,149.0
123,180.0
124,142.0
125,140.0
126,142.0
127,19.0
128,118.0
129,136.0
130,130.0
131,16.0
132,160.0
133,202.0
134,161.0
135,14.0
136,12.0
137,14.0
138,126.0
139,172.0
140,213.0
141,211.0
142,185.0
143,500.0
144,148.0
145,466.0
146,500.0
147,500.0
148,500.0
149,163.0
150,63.0
151,81.0
152,104.0
153,91.0
154,268.0
155,500.0
156,217.0
157,81.0
158,500.0
159,500.0
160,500.0
161,500.0
162,500.0
163,500.0
164,500.0
165,500.0
166,500.0
167,500.0
168,500.0
169,500.0
170,500.0
171,189.0
172,155.0
173,160.0
174,139.0
175,111.0
176,96.0
177,445.0
178,172.0
179,160.0
180,146.0
181,122.0
182,149.0
183,273.0
184,353.0
185,164.0
186,147.0
187,165.0
188,146.0
189,170.0
190,172.0
191,183.0
192,201.0
193,165.0
194,159.0
195,269.0
196,279.0
197,427.0
198,394.0
199,20.0
200,15.0
